instance_type,vcpu,memory_mib,price_per_hour,max_pods
r8idb.24xlarge,96,786432,11.2545600000,1010
r8idb.2xlarge,8,65536,0.9378800000,118
r8idb.32xlarge,128,1048576,15.0060800000,1010
r8idb.48xlarge,192,1572864,22.5091200000,1514
r8idb.4xlarge,16,131072,1.8757600000,394
r8idb.8xlarge,32,262144,3.7515200000,394
r8idb.96xlarge,384,3145728,45.0182400000,1514
r8idb.large,2,16384,0.2344700000,78
r8idb.xlarge,4,32768,0.4689400000,118
r8idn.12xlarge,48,393216,5.6272800000,590
r8idn.16xlarge,64,524288,7.5030400000,1010
r8idn.24xlarge,96,786432,11.2545600000,1010
r8idn.2xlarge,8,65536,0.9378800000,118
r8idn.32xlarge,128,1048576,15.0060800000,1010
r8idn.48xlarge,192,1572864,22.5091200000,1514
r8idn.4xlarge,16,131072,1.8757600000,394
r8idn.8xlarge,32,262144,3.7515200000,394
r8idn.96xlarge,384,3145728,45.0182400000,1514
r8idn.large,2,16384,0.2344700000,78
r8idn.xlarge,4,32768,0.4689400000,118
r8in.12xlarge,48,393216,5.0208000000,590
r8in.16xlarge,64,524288,6.6944000000,1010
r8in.24xlarge,96,786432,10.0416000000,1010
r8in.2xlarge,8,65536,0.8368000000,118
r8in.32xlarge,128,1048576,13.3888000000,1010
r8in.48xlarge,192,1572864,20.0832000000,1514
r8in.4xlarge,16,131072,1.6736000000,394
r8in.8xlarge,32,262144,3.3472000000,394
r8in.96xlarge,384,3145728,40.1664000000,1514
r8in.large,2,16384,0.2092000000,78
r8in.xlarge,4,32768,0.4184000000,118
r9g.12xlarge,48,393216,3.0820800000,590
r9g.16xlarge,64,524288,4.1094400000,1010
r9g.24xlarge,96,786432,6.1641600000,1514
r9g.2xlarge,8,65536,0.5136800000,118
r9g.48xlarge,192,1572864,12.3283200000,1514
r9g.4xlarge,16,131072,1.0273600000,394
r9g.8xlarge,32,262144,2.0547200000,492
r9g.large,2,16384,0.1284200000,59
r9g.medium,1,8192,0.0642100000,40
r9g.metal-48xl,192,1572864,12.3283200000,1514
r9g.xlarge,4,32768,0.2568400000,118
r9gd.12xlarge,48,393216,3.8443200000,590
r9gd.16xlarge,64,524288,5.1257600000,1010
r9gd.24xlarge,96,786432,7.6886400000,1514
r9gd.2xlarge,8,65536,0.6407200000,118
r9gd.48xlarge,192,1572864,15.3772800000,1514
r9gd.4xlarge,16,131072,1.2814400000,394
r9gd.8xlarge,32,262144,2.5628800000,492
r9gd.large,2,16384,0.1601800000,59
r9gd.medium,1,8192,0.0800900000,40
r9gd.metal-48xl,192,1572864,15.3772800000,1514
r9gd.xlarge,4,32768,0.3203600000,118
t1.micro,1,627,0.0200000000,4
t2.2xlarge,8,32768,0.3712000000,44
t2.large,2,8192,0.0928000000,35
t2.medium,2,4096,0.0464000000,17
t2.micro,1,1024,0.0116000000,4
t2.nano,1,512,0.0058000000,4
t2.small,1,2048,0.0230000000,11
t2.xlarge,4,16384,0.1856000000,44
t3.2xlarge,8,32768,0.3328000000,58
t3.large,2,8192,0.0832000000,35
t3.medium,2,4096,0.0416000000,17
t3.micro,2,1024,0.0104000000,4
t3.nano,2,512,0.0052000000,4
t3.small,2,2048,0.0208000000,11
t3.xlarge,4,16384,0.1664000000,58
t3a.2xlarge,8,32768,0.3008000000,58
t3a.large,2,8192,0.0752000000,35
t3a.medium,2,4096,0.0376000000,17
t3a.micro,2,1024,0.0094000000,4
t3a.nano,2,512,0.0047000000,4
t3a.small,2,2048,0.0188000000,8
t3a.xlarge,4,16384,0.1504000000,58
t4g.2xlarge,8,32768,0.2688000000,58
t4g.large,2,8192,0.0672000000,35
t4g.medium,2,4096,0.0336000000,17
t4g.micro,2,1024,0.0084000000,4
t4g.nano,2,512,0.0042000000,4
t4g.small,2,2048,0.0168000000,11
t4g.xlarge,4,16384,0.1344000000,58
trn1.2xlarge,8,32768,1.3437500000,58
trn1.32xlarge,128,524288,21.5000000000,1962
trn1n.32xlarge,128,524288,24.7800000000,3922
u-3tb1.56xlarge,224,3145728,27.3000000000,234
u-6tb1.112xlarge,448,6291456,54.6000000000,737
u-6tb1.56xlarge,224,6291456,46.4039100000,737
u7i-12tb.224xlarge,896,12582912,125.5818200000,737
u7i-6tb.112xlarge,448,6291456,62.7900000000,737
u7i-8tb.112xlarge,448,8388608,83.7200000000,737
u7in-16tb.224xlarge,896,16777216,180.4755800000,786
u7in-24tb.224xlarge,896,25165824,270.7312800000,786
u7in-32tb.224xlarge,896,33554432,360.9869500000,786
vt1.24xlarge,96,196608,5.2000000000,737
vt1.3xlarge,12,24576,0.6500000000,58
vt1.6xlarge,24,49152,1.3000000000,234
x1.16xlarge,64,999424,6.6690000000,234
x1.32xlarge,128,1998848,13.3380000000,234
x1e.16xlarge,64,1998848,13.3440000000,234
x1e.2xlarge,8,249856,1.6680000000,58
x1e.32xlarge,128,3997696,26.6880000000,234
x1e.4xlarge,16,499712,3.3360000000,58
x1e.8xlarge,32,999424,6.6720000000,58
x1e.xlarge,4,124928,0.8340000000,29
x2gd.12xlarge,48,786432,4.0080000000,234
x2gd.16xlarge,64,1048576,5.3440000000,737
x2gd.2xlarge,8,131072,0.6680000000,58
x2gd.4xlarge,16,262144,1.3360000000,234
x2gd.8xlarge,32,524288,2.6720000000,234
x2gd.large,2,32768,0.1670000000,29
x2gd.medium,1,16384,0.0835000000,8
x2gd.metal,64,1048576,5.3440000000,737
x2gd.xlarge,4,65536,0.3340000000,58
x2idn.16xlarge,64,1048576,6.6690000000,737
x2idn.24xlarge,96,1572864,10.0035000000,737
x2idn.32xlarge,128,2097152,13.3380000000,737
x2idn.metal,128,2097152,13.3380000000,737
x2iedn.16xlarge,64,2097152,13.3380000000,737
x2iedn.24xlarge,96,3145728,20.0070000000,737
x2iedn.2xlarge,8,262144,1.6672500000,58
x2iedn.32xlarge,128,4194304,26.6760000000,737
x2iedn.4xlarge,16,524288,3.3345000000,234
x2iedn.8xlarge,32,1048576,6.6690000000,234
x2iedn.metal,128,4194304,26.6760000000,737
x2iedn.xlarge,4,131072,0.8336300000,58
x2iezn.12xlarge,48,1572864,10.0080000000,737
x2iezn.2xlarge,8,262144,1.6680000000,58
x2iezn.4xlarge,16,524288,3.3360000000,234
x2iezn.6xlarge,24,786432,5.0040000000,234
x2iezn.8xlarge,32,1048576,6.6720000000,234
x2iezn.metal,48,1572864,10.0080000000,737
x8aedz.12xlarge,48,1572864,13.8072000000,1010
x8aedz.24xlarge,96,3145728,27.6144000000,1010
x8aedz.3xlarge,12,393216,3.4518000000,314
x8aedz.6xlarge,24,786432,6.9036000000,314
x8aedz.large,2,65536,0.5753000000,78
x8aedz.metal-12xl,48,1572864,13.8072000000,1010
x8aedz.metal-24xl,96,3145728,27.6144000000,1010
x8aedz.xlarge,4,131072,1.1506000000,78
x8g.12xlarge,48,786432,4.6896000000,234
x8g.16xlarge,64,1048576,6.2528000000,737
x8g.24xlarge,96,1572864,9.3792000000,737
x8g.2xlarge,8,131072,0.7816000000,58
x8g.48xlarge,192,3145728,18.7584000000,737
x8g.4xlarge,16,262144,1.5632000000,234
x8g.8xlarge,32,524288,3.1264000000,234
x8g.large,2,32768,0.1954000000,29
x8g.medium,1,16384,0.0977000000,8
x8g.metal-24xl,96,1572864,9.3792000000,737
x8g.metal-48xl,192,3145728,18.7584000000,737
x8g.xlarge,4,65536,0.3908000000,58
x8i.12xlarge,48,786432,5.2519200000,590
x8i.16xlarge,64,1048576,7.0025600000,1010
x8i.24xlarge,96,1572864,10.5038400000,1010
x8i.2xlarge,8,131072,0.8753200000,118
x8i.32xlarge,128,2097152,14.0051200000,1514
x8i.48xlarge,192,3145728,21.0076800000,1514
x8i.4xlarge,16,262144,1.7506400000,394
x8i.64xlarge,256,4194304,28.0102400000,1514
x8i.8xlarge,32,524288,3.5012800000,492
x8i.96xlarge,384,6291456,48.7443800000,1514
x8i.large,2,32768,0.2188300000,59
x8i.metal-48xl,192,3145728,21.0076800000,1514
x8i.metal-96xl,384,6291456,48.7443800000,1514
x8i.xlarge,4,65536,0.4376600000,118
z1d.12xlarge,48,393216,4.4640000000,737
z1d.2xlarge,8,65536,0.7440000000,58
z1d.3xlarge,12,98304,1.1160000000,234
z1d.6xlarge,24,196608,2.2320000000,234
z1d.large,2,16384,0.1860000000,29
z1d.metal,48,393216,4.4640000000,737
z1d.xlarge,4,32768,0.3720000000,58
